Phase,Soil,Comp_Treatment,Rep,Pot,Individual,Species,Biomass,b_count,v_count,Tillers,Total_plants,Cheat_pct,Vent_pct
1,BRTE,17,1,525,9,BRTE,0.0094,15,0,1,15,100,0
1,BRTE,17,1,525,10,BRTE,0.035,15,0,1,15,100,0
1,BRTE,17,1,525,11,BRTE,0.0177,15,0,1,15,100,0
1,BRTE,17,1,525,12,BRTE,0.03,15,0,1,15,100,0
1,BRTE,17,1,525,13,BRTE,0.0662,15,0,2,15,100,0
1,BRTE,17,1,525,14,BRTE,0.0572,15,0,1,15,100,0
1,BRTE,17,1,525,15,BRTE,0.0584,15,0,2,15,100,0
1,VEDU,17,1,526,1,BRTE,0.0917,14,0,3,14,100,0
1,VEDU,17,1,526,2,BRTE,0.0555,14,0,2,14,100,0
1,VEDU,17,1,526,3,BRTE,0.0585,14,0,1,14,100,0
1,VEDU,17,1,526,4,BRTE,0.0975,14,0,3,14,100,0
1,VEDU,17,1,526,5,BRTE,0.0545,14,0,1,14,100,0
1,VEDU,17,1,526,6,BRTE,0.0844,14,0,2,14,100,0
1,VEDU,17,1,526,7,BRTE,0.0613,14,0,3,14,100,0
1,VEDU,17,1,526,8,BRTE,0.0712,14,0,2,14,100,0
1,VEDU,17,1,526,9,BRTE,0.0729,14,0,4,14,100,0
1,VEDU,17,1,526,10,BRTE,0.042,14,0,2,14,100,0
1,VEDU,17,1,526,11,BRTE,0.0268,14,0,1,14,100,0
1,VEDU,17,1,526,12,BRTE,0.0368,14,0,1,14,100,0
1,VEDU,17,1,526,13,BRTE,0.0132,14,0,2,14,100,0
1,Native,17,1,527,1,BRTE,0.0731,11,0,2,11,100,0
1,Native,17,1,527,2,BRTE,0.0701,11,0,2,11,100,0
1,Native,17,1,527,3,BRTE,0.0855,11,0,2,11,100,0
1,Native,17,1,527,4,BRTE,0.0706,11,0,2,11,100,0
1,Native,17,1,527,5,BRTE,0.0351,11,0,1,11,100,0
1,Native,17,1,527,6,BRTE,0.0604,11,0,1,11,100,0
1,Native,17,1,527,7,BRTE,0.0563,11,0,2,11,100,0
1,Native,17,1,527,8,BRTE,0.0297,11,0,1,11,100,0
1,Native,17,1,527,9,BRTE,0.046,11,0,2,11,100,0
1,Native,17,1,527,10,BRTE,0.0703,11,0,3,11,100,0
1,Native,17,1,527,11,BRTE,0.1057,11,0,3,11,100,0
1,Native,17,2,528,1,BRTE,0.0414,14,0,1,14,100,0
1,Native,17,2,528,2,BRTE,0.0376,14,0,1,14,100,0
1,Native,17,2,528,3,BRTE,0.061,14,0,2,14,100,0
1,Native,17,2,528,4,BRTE,0.0385,14,0,1,14,100,0
1,Native,17,2,528,5,BRTE,0.091,14,0,2,14,100,0
1,Native,17,2,528,6,BRTE,0.0202,14,0,1,14,100,0
1,Native,17,2,528,7,BRTE,0.0401,14,0,2,14,100,0
1,Native,17,2,528,8,BRTE,0.0202,14,0,1,14,100,0
1,Native,17,2,528,9,BRTE,0.0204,14,0,1,14,100,0
1,Native,17,2,528,10,BRTE,0.0066,14,0,1,14,100,0
1,Native,17,2,528,11,BRTE,0.0655,14,0,2,14,100,0
1,Native,17,2,528,12,BRTE,0.0329,14,0,1,14,100,0
1,Native,17,2,528,13,BRTE,0.0647,14,0,2,14,100,0
1,Native,17,2,528,14,BRTE,0.0506,14,0,2,14,100,0
1,BRTE,17,2,529,1,BRTE,0.1324,15,0,2,15,100,0
1,BRTE,17,2,529,2,BRTE,0.0605,15,0,2,15,100,0
1,BRTE,17,2,529,3,BRTE,0.0129,15,0,1,15,100,0
1,BRTE,17,2,529,4,BRTE,0.0628,15,0,1,15,100,0
1,BRTE,17,2,529,5,BRTE,0.0563,15,0,2,15,100,0
1,BRTE,17,2,529,6,BRTE,0.0493,15,0,2,15,100,0
1,BRTE,17,2,529,7,BRTE,0.0603,15,0,2,15,100,0
1,BRTE,17,2,529,8,BRTE,0.0166,15,0,1,15,100,0
1,BRTE,17,2,529,9,BRTE,0.0282,15,0,1,15,100,0
1,BRTE,17,2,529,10,BRTE,0.0802,15,0,2,15,100,0
1,BRTE,17,2,529,11,BRTE,0.0436,15,0,1,15,100,0
1,BRTE,17,2,529,12,BRTE,0.0504,15,0,1,15,100,0
1,BRTE,17,2,529,13,BRTE,0.0491,15,0,1,15,100,0
1,BRTE,17,2,529,14,BRTE,0.0636,15,0,2,15,100,0
1,BRTE,17,2,529,15,BRTE,0.0266,15,0,1,15,100,0
1,VEDU,17,2,530,1,BRTE,0.0366,15,0,1,15,100,0
1,VEDU,17,2,530,2,BRTE,0.023,15,0,1,15,100,0
1,VEDU,17,2,530,3,BRTE,0.0666,15,0,2,15,100,0
1,VEDU,17,2,530,4,BRTE,0.0446,15,0,1,15,100,0
1,VEDU,17,2,530,5,BRTE,0.0483,15,0,1,15,100,0
1,VEDU,17,2,530,6,BRTE,0.0476,15,0,2,15,100,0
1,VEDU,17,2,530,7,BRTE,0.0447,15,0,1,15,100,0
1,VEDU,17,2,530,8,BRTE,0.0442,15,0,2,15,100,0
1,VEDU,17,2,530,9,BRTE,0.0412,15,0,1,15,100,0
1,VEDU,17,2,530,10,BRTE,0.0623,15,0,2,15,100,0
1,VEDU,17,2,530,11,BRTE,0.0291,15,0,2,15,100,0
1,VEDU,17,2,530,12,BRTE,0.0832,15,0,2,15,100,0
1,VEDU,17,2,530,13,BRTE,0.0473,15,0,2,15,100,0
1,VEDU,17,2,530,14,BRTE,0.0898,15,0,3,15,100,0
1,VEDU,17,2,530,15,BRTE,0.0529,15,0,1,15,100,0
1,BRTE,17,3,531,1,BRTE,0.0566,18,0,2,18,100,0
1,BRTE,17,3,531,2,BRTE,0.0741,18,0,2,18,100,0
1,BRTE,17,3,531,3,BRTE,0.0309,18,0,2,18,100,0
1,BRTE,17,3,531,4,BRTE,0.0277,18,0,1,18,100,0
1,BRTE,17,3,531,5,BRTE,0.0488,18,0,2,18,100,0
1,BRTE,17,3,531,6,BRTE,0.0636,18,0,2,18,100,0
1,BRTE,17,3,531,7,BRTE,0.0977,18,0,2,18,100,0
1,BRTE,17,3,531,8,BRTE,0.0516,18,0,1,18,100,0
1,BRTE,17,3,531,9,BRTE,0.029,18,0,1,18,100,0
1,BRTE,17,3,531,10,BRTE,0.0703,18,0,1,18,100,0
1,BRTE,17,3,531,11,BRTE,0.1034,18,0,2,18,100,0
1,BRTE,17,3,531,12,BRTE,0.1645,18,0,3,18,100,0
1,BRTE,17,3,531,13,BRTE,0.0927,18,0,2,18,100,0
1,BRTE,17,3,531,14,BRTE,0.0945,18,0,3,18,100,0
1,BRTE,17,3,531,15,BRTE,0.0569,18,0,2,18,100,0
1,BRTE,17,3,531,16,BRTE,0.0518,18,0,2,18,100,0
1,BRTE,17,3,531,17,BRTE,0.086,18,0,1,18,100,0
1,BRTE,17,3,531,18,BRTE,0.0808,18,0,2,18,100,0
1,VEDU,17,3,532,1,BRTE,0.0987,11,0,2,11,100,0
1,VEDU,17,3,532,2,BRTE,0.1546,11,0,3,11,100,0
1,VEDU,17,3,532,3,BRTE,0.1329,11,0,2,11,100,0
1,VEDU,17,3,532,4,BRTE,0.0714,11,0,2,11,100,0
1,VEDU,17,3,532,5,BRTE,0.1172,11,0,3,11,100,0
1,VEDU,17,3,532,6,BRTE,0.0507,11,0,1,11,100,0
1,VEDU,17,3,532,7,BRTE,0.0724,11,0,1,11,100,0
1,VEDU,17,3,532,8,BRTE,0.1635,11,0,3,11,100,0
1,VEDU,17,3,532,9,BRTE,0.09,11,0,2,11,100,0
1,VEDU,17,3,532,10,BRTE,0.1041,11,0,2,11,100,0
1,VEDU,17,3,532,11,BRTE,0.187,11,0,4,11,100,0
1,Native,17,3,532,1,BRTE,0.08,12,0,2,12,100,0
1,Native,17,3,532,2,BRTE,0.0322,12,0,1,12,100,0
1,Native,17,3,532,3,BRTE,0.1251,12,0,2,12,100,0
1,Native,17,3,532,4,BRTE,0.0402,12,0,1,12,100,0
1,Native,17,3,532,5,BRTE,0.0258,12,0,1,12,100,0
1,Native,17,3,532,6,BRTE,0.0396,12,0,1,12,100,0
1,Native,17,3,532,7,BRTE,0.0369,12,0,1,12,100,0
1,Native,17,3,532,8,BRTE,0.02,12,0,1,12,100,0
1,Native,17,3,532,9,BRTE,0.0876,12,0,2,12,100,0
1,Native,17,3,532,10,BRTE,0.0535,12,0,1,12,100,0
1,Native,17,3,532,11,BRTE,0.0485,12,0,1,12,100,0
1,Native,17,3,532,12,BRTE,0.0138,12,0,1,12,100,0
1,Native,18,1,533,1,BRTE,0.0964,1,0,2,1,100,0
1,BRTE,18,1,534,1,BRTE,0.2364,1,0,3,1,100,0
1,VEDU,18,1,535,1,BRTE,0.0991,1,0,1,1,100,0
1,VEDU,18,2,536,1,BRTE,0.3069,1,0,3,1,100,0
1,BRTE,18,2,537,1,BRTE,0.2198,1,0,3,1,100,0
1,Native,18,3,538,1,BRTE,0.1603,2,0,2,2,100,0
1,Native,18,3,538,2,BRTE,0.0741,2,0,1,2,100,0
1,BRTE,18,3,539,1,BRTE,0.2075,1,0,3,1,100,0
1,VEDU,18,3,540,1,VEDU,0.1125,1,3,5,4,25,75
1,VEDU,18,3,540,2,VEDU,0.0383,1,3,4,4,25,75
1,VEDU,18,3,540,3,VEDU,0.0188,1,3,1,4,25,75
1,VEDU,18,3,541,1,BRTE,0.1515,2,3,2,5,40,60
1,VEDU,18,3,541,2,BRTE,0.089,2,3,2,5,40,60
1,Native,19,1,542,1,VEDU,0.0412,0,1,4,1,0,100
1,BRTE,19,1,543,1,VEDU,0.0155,0,2,2,2,0,100
1,BRTE,19,1,543,2,VEDU,0.0234,0,2,2,2,0,100
1,Native,19,2,544,1,VEDU,0.0282,0,1,4,1,0,100
1,BRTE,19,2,545,1,VEDU,0.0176,0,1,3,1,0,100
1,VEDU,19,3,546,1,VEDU,0.054,0,1,4,1,0,100
1,BRTE,19,3,547,1,BRTE,0.1283,1,0,3,1,100,0
1,Native,19,3,548,1,VEDU,0.135,0,1,5,1,0,100
1,BRTE,19,3,549,1,VEDU,0.0295,0,4,3,4,0,100
1,BRTE,19,3,549,2,VEDU,0.0087,0,4,1,4,0,100
1,BRTE,19,3,549,3,VEDU,0.0124,0,4,1,4,0,100
1,BRTE,19,3,549,4,VEDU,0.0204,0,4,2,4,0,100
2,BRTE,4,1,550,1,BRTE,0.0083,2,0,2,2,100,0
2,BRTE,4,1,550,2,BRTE,0.015,2,0,1,2,100,0
2,BRTE,6,1,551,1,BRTE,0.16,2,0,3,2,100,0
2,BRTE,6,1,551,2,BRTE,0.0316,2,0,1,2,100,0
2,BRTE,7,1,552,1,BRTE,0.1043,2,0,3,2,100,0
2,BRTE,7,1,552,2,BRTE,0.1327,2,0,4,2,100,0
2,BRTE,8,1,553,1,BRTE,0.0532,2,0,2,2,100,0
2,BRTE,8,1,553,2,BRTE,0.0465,2,0,2,2,100,0
2,BRTE,10,1,554,1,BRTE,0.1287,2,0,2,2,100,0
2,BRTE,10,1,554,2,BRTE,0.0503,2,0,2,2,100,0
2,BRTE,12,1,555,1,BRTE,0.0833,3,0,2,3,100,0
2,BRTE,12,1,555,2,BRTE,0.1097,3,0,2,3,100,0
2,BRTE,12,1,555,3,BRTE,0.2047,3,0,3,3,100,0
2,BRTE,11,1,556,1,BRTE,0.1021,5,0,3,5,100,0
2,BRTE,11,1,556,2,BRTE,0.0944,5,0,3,5,100,0
2,BRTE,11,1,556,3,BRTE,0.0092,5,0,1,5,100,0
2,BRTE,11,1,556,4,BRTE,0.066,5,0,2,5,100,0
2,BRTE,11,1,556,5,BRTE,0.0385,5,0,1,5,100,0
2,BRTE,13,1,557,1,BRTE,0.1282,9,0,2,9,100,0
2,BRTE,13,1,557,2,BRTE,0.115,9,0,2,9,100,0
2,BRTE,13,1,557,3,BRTE,0.0647,9,0,1,9,100,0
2,BRTE,13,1,557,4,BRTE,0.0087,9,0,1,9,100,0
2,BRTE,13,1,557,5,BRTE,0.0604,9,0,2,9,100,0
2,BRTE,13,1,557,6,BRTE,0.0541,9,0,1,9,100,0
2,BRTE,13,1,557,7,BRTE,0.0653,9,0,2,9,100,0
2,BRTE,13,1,557,8,BRTE,0.0706,9,0,2,9,100,0
2,BRTE,13,1,557,9,BRTE,0.0114,9,0,1,9,100,0
2,BRTE,14,1,558,1,BRTE,0.083,7,0,2,7,100,0
2,BRTE,14,1,558,2,BRTE,0.1139,7,0,2,7,100,0
2,BRTE,14,1,558,3,BRTE,0.1919,7,0,4,7,100,0
2,BRTE,14,1,558,4,BRTE,0.0386,7,0,2,7,100,0
2,BRTE,14,1,558,5,BRTE,0.0872,7,0,3,7,100,0
2,BRTE,14,1,558,6,BRTE,0.0329,7,0,1,7,100,0
2,BRTE,14,1,558,7,BRTE,0.0091,7,0,1,7,100,0
2,BRTE,14,1,559,1,BRTE,0.0461,7,0,2,7,100,0
2,BRTE,14,1,559,2,BRTE,0.0424,7,0,2,7,100,0
2,BRTE,14,1,559,3,BRTE,0.0348,7,0,3,7,100,0
2,BRTE,14,1,559,4,BRTE,0.0452,7,0,3,7,100,0
2,BRTE,14,1,559,5,BRTE,0.0628,7,0,3,7,100,0
2,BRTE,14,1,559,6,BRTE,0.016,7,0,2,7,100,0
2,BRTE,14,1,559,7,BRTE,0.0043,7,0,1,7,100,0
2,BRTE,16,1,560,1,BRTE,0.0833,9,0,2,9,100,0
2,BRTE,16,1,560,2,BRTE,0.0491,9,0,3,9,100,0
2,BRTE,16,1,560,3,BRTE,0.0443,9,0,1,9,100,0
2,BRTE,16,1,560,4,BRTE,0.0385,9,0,2,9,100,0
2,BRTE,16,1,560,5,BRTE,0.0359,9,0,2,9,100,0
2,BRTE,16,1,560,6,BRTE,0.0098,9,0,1,9,100,0
2,BRTE,16,1,560,7,BRTE,0.0101,9,0,1,9,100,0
2,BRTE,16,1,560,8,BRTE,0.01,9,0,1,9,100,0
2,BRTE,16,1,560,9,BRTE,0.013,9,0,1,9,100,0
2,BRTE,17,1,561,1,BRTE,0.0539,12,0,2,12,100,0
2,BRTE,17,1,561,2,BRTE,0.0353,12,0,1,12,100,0
2,BRTE,17,1,561,3,BRTE,0.0438,12,0,2,12,100,0
2,BRTE,17,1,561,4,BRTE,0.0511,12,0,2,12,100,0
2,BRTE,17,1,561,5,BRTE,0.022,12,0,2,12,100,0
2,BRTE,17,1,561,6,BRTE,0.0448,12,0,3,12,100,0
2,BRTE,17,1,561,7,BRTE,0.0051,12,0,1,12,100,0
2,BRTE,17,1,561,8,BRTE,0.0327,12,0,2,12,100,0
2,BRTE,17,1,561,9,BRTE,0.0019,12,0,1,12,100,0
2,BRTE,17,1,561,10,BRTE,0.0267,12,0,2,12,100,0
2,BRTE,17,1,561,11,BRTE,0.0491,12,0,2,12,100,0
2,BRTE,17,1,561,12,BRTE,0.0174,12,0,2,12,100,0
2,BRTE,18,1,562,1,BRTE,0.1305,1,0,4,1,100,0
2,BRTE,0,1,563,1,BRTE,0.3586,1,0,3,1,100,0
2,BRTE,0,1,564,1,BRTE,0.6345,1,0,4,1,100,0
2,BRTE,0,1,565,1,BRTE,0.2058,1,0,5,1,100,0
2,BRTE,0,1,566,1,BRTE,0.4359,1,0,3,1,100,0
2,BRTE,0,1,567,1,BRTE,0.0035,1,0,1,1,100,0
2,BRTE,0,1,568,1,VEDU,0.0235,0,2,3,2,0,100
2,BRTE,0,1,568,2,VEDU,0.0035,0,2,2,2,0,100
2,BRTE,0,1,569,1,VEDU,0.0679,0,1,4,1,0,100
2,BRTE,0,1,570,1,VEDU,0.0398,0,1,3,1,0,100
2,BRTE,0,1,571,1,VEDU,0.0429,0,1,3,1,0,100
2,BRTE,0,1,572,1,VEDU,0.035,0,1,4,1,0,100
2,BRTE,2,1,573,1,VEDU,0.007,0,2,1,2,0,100
2,BRTE,2,1,573,2,VEDU,0.0095,0,2,2,2,0,100
2,BRTE,3,1,574,1,VEDU,0.0202,0,11,1,11,0,100
2,BRTE,3,1,574,2,VEDU,0.0251,0,11,3,11,0,100
2,BRTE,3,1,574,3,VEDU,0.0018,0,11,1,11,0,100
2,BRTE,3,1,574,4,VEDU,0.0222,0,11,3,11,0,100
2,BRTE,3,1,574,5,VEDU,0.0187,0,11,2,11,0,100
2,BRTE,3,1,574,6,VEDU,0.0052,0,11,1,11,0,100
2,BRTE,3,1,574,7,VEDU,0.0033,0,11,1,11,0,100
2,BRTE,3,1,574,8,VEDU,0.01,0,11,2,11,0,100
2,BRTE,3,1,574,9,VEDU,0.0034,0,11,1,11,0,100
2,BRTE,3,1,574,10,VEDU,0.0012,0,11,1,11,0,100
2,BRTE,3,1,574,11,VEDU,0.0286,0,11,4,11,0,100
2,BRTE,4,1,575,1,VEDU,0.0119,0,11,2,11,0,100
2,BRTE,4,1,575,2,VEDU,0.0046,0,11,1,11,0,100
2,BRTE,4,1,575,3,VEDU,0.0095,0,11,2,11,0,100
2,BRTE,4,1,575,4,VEDU,0.0117,0,11,2,11,0,100
2,BRTE,4,1,575,5,VEDU,0.014,0,11,1,11,0,100
2,BRTE,4,1,575,6,VEDU,0.0047,0,11,2,11,0,100
2,BRTE,4,1,575,7,VEDU,0.0047,0,11,1,11,0,100
2,BRTE,4,1,575,8,VEDU,0.0007,0,11,1,11,0,100
2,BRTE,4,1,575,9,VEDU,0.0018,0,11,1,11,0,100
2,BRTE,4,1,575,10,VEDU,0.011,0,11,1,11,0,100
2,BRTE,4,1,575,11,VEDU,0.0014,0,11,1,11,0,100
2,BRTE,6,1,576,2,VEDU,0.0063,0,2,1,2,0,100
2,BRTE,6,1,576,3,VEDU,0.0031,0,2,1,2,0,100
2,BRTE,7,1,577,1,VEDU,0.0104,0,4,3,4,0,100
2,BRTE,7,1,577,2,VEDU,0.0067,0,4,2,4,0,100
2,BRTE,7,1,577,3,VEDU,0.0034,0,4,1,4,0,100
2,BRTE,7,1,577,4,VEDU,0.0012,0,4,1,4,0,100
2,BRTE,8,1,578,1,VEDU,0.0055,0,7,1,7,0,100
2,BRTE,8,1,578,2,VEDU,0.0076,0,7,1,7,0,100
2,BRTE,8,1,578,3,VEDU,0.0033,0,7,1,7,0,100
2,BRTE,8,1,578,4,VEDU,0.019,0,7,4,7,0,100
2,BRTE,8,1,578,5,VEDU,0.0147,0,7,3,7,0,100
2,BRTE,8,1,578,6,VEDU,0.0067,0,7,1,7,0,100
2,BRTE,8,1,578,7,VEDU,0.0041,0,7,1,7,0,100
2,BRTE,10,1,579,1,VEDU,0.0341,0,3,3,3,0,100
2,BRTE,10,1,579,2,VEDU,0.0046,0,3,2,3,0,100
2,BRTE,10,1,579,3,VEDU,0.0005,0,3,1,3,0,100
2,BRTE,11,1,580,1,VEDU,0.0017,0,6,1,6,0,100
2,BRTE,11,1,580,2,VEDU,0.027,0,6,3,6,0,100
2,BRTE,11,1,580,3,VEDU,0.0084,0,6,2,6,0,100
2,BRTE,11,1,580,4,VEDU,0.0047,0,6,2,6,0,100
2,BRTE,11,1,580,5,VEDU,0.0076,0,6,1,6,0,100
2,BRTE,11,1,580,6,VEDU,0.0015,0,6,1,6,0,100
2,BRTE,12,1,581,1,VEDU,0.0236,0,4,1,4,0,100
2,BRTE,12,1,581,2,VEDU,0.0116,0,4,2,4,0,100
2,BRTE,12,1,581,3,VEDU,0.0107,0,4,2,4,0,100
2,BRTE,12,1,581,4,VEDU,0.014,0,4,2,4,0,100
2,BRTE,14,1,582,1,VEDU,0.0063,0,1,1,1,0,100
2,BRTE,16,1,583,1,VEDU,0.012,0,2,2,2,0,100
2,BRTE,16,1,583,2,VEDU,0.0069,0,2,1,2,0,100
2,BRTE,1,1,584,1,VEDU,0.0367,0,2,3,2,0,100
2,BRTE,1,1,584,2,VEDU,0.0097,0,2,2,2,0,100
2,BRTE,2,1,585,1,VEDU,0.0349,0,4,3,4,0,100
2,BRTE,2,1,585,2,VEDU,0.0038,0,4,1,4,0,100
2,BRTE,2,1,585,3,VEDU,0.0027,0,4,1,4,0,100
2,BRTE,2,1,585,4,VEDU,0.0108,0,4,2,4,0,100
2,BRTE,3,1,586,1,VEDU,0.0199,0,8,3,8,0,100
2,BRTE,3,1,586,2,VEDU,0.0089,0,8,1,8,0,100
2,BRTE,3,1,586,3,VEDU,0.0145,0,8,2,8,0,100
2,BRTE,3,1,586,4,VEDU,0.0261,0,8,3,8,0,100
2,BRTE,3,1,586,5,VEDU,0.0129,0,8,1,8,0,100
2,BRTE,3,1,586,6,VEDU,0.0172,0,8,2,8,0,100
2,BRTE,3,1,586,7,VEDU,0.0248,0,8,3,8,0,100
2,BRTE,3,1,586,8,VEDU,0.0314,0,8,4,8,0,100
2,BRTE,4,1,587,1,VEDU,0.0247,0,9,2,9,0,100
2,BRTE,4,1,587,2,VEDU,0.0069,0,9,2,9,0,100
2,BRTE,4,1,587,3,VEDU,0.0147,0,9,2,9,0,100
2,BRTE,4,1,587,4,VEDU,0.0162,0,9,1,9,0,100
2,BRTE,4,1,587,5,VEDU,0.0129,0,9,2,9,0,100
2,BRTE,4,1,587,6,VEDU,0.0104,0,9,2,9,0,100
2,BRTE,4,1,587,7,VEDU,0.0089,0,9,1,9,0,100
2,BRTE,4,1,587,8,VEDU,0.0207,0,9,2,9,0,100
2,BRTE,4,1,587,9,VEDU,0.0183,0,9,2,9,0,100
2,BRTE,6,1,588,1,VEDU,0.0106,0,2,2,2,0,100
2,BRTE,6,1,588,2,VEDU,0.0075,0,2,1,2,0,100
2,BRTE,7,1,589,1,VEDU,0.0112,0,4,3,4,0,100
2,BRTE,7,1,589,2,VEDU,0.0013,0,4,1,4,0,100
2,BRTE,7,1,589,3,VEDU,0.0284,0,4,3,4,0,100
2,BRTE,7,1,589,4,VEDU,0.0001,0,4,1,4,0,100
2,BRTE,8,1,590,1,VEDU,0.0054,0,5,1,5,0,100
2,BRTE,8,1,590,2,VEDU,0.007,0,5,1,5,0,100
2,BRTE,8,1,590,3,VEDU,0.0036,0,5,1,5,0,100
2,BRTE,8,1,590,4,VEDU,0.003,0,5,1,5,0,100
2,BRTE,8,1,590,5,VEDU,0.0024,0,5,1,5,0,100
2,BRTE,9,1,591,1,VEDU,0.0024,0,1,1,1,0,100
2,BRTE,10,1,592,1,VEDU,0.0077,0,1,1,1,0,100
2,BRTE,0,1,593,1,VEDU,0.0334,0,1,5,1,0,100
2,BRTE,0,1,594,1,VEDU,0.0128,0,1,2,1,0,100
2,BRTE,0,1,595,1,VEDU,0.0083,0,1,1,1,0,100
2,BRTE,11,1,596,1,VEDU,0.0081,0,3,2,3,0,100
2,BRTE,11,1,596,3,VEDU,0.0015,0,3,1,3,0,100
2,BRTE,11,1,596,4,VEDU,0.0138,0,3,2,3,0,100
2,BRTE,12,1,597,1,VEDU,0.011,0,6,2,6,0,100
2,BRTE,12,1,597,2,VEDU,0.0061,0,6,1,6,0,100
2,BRTE,12,1,597,3,VEDU,0.0067,0,6,1,6,0,100
2,BRTE,12,1,597,4,VEDU,0.0055,0,6,1,6,0,100
2,BRTE,12,1,597,5,VEDU,0.0041,0,6,1,6,0,100
2,BRTE,12,1,597,6,VEDU,0.005,0,6,1,6,0,100
2,BRTE,15,1,598,1,VEDU,0,0,4,0,4,0,100
2,BRTE,15,1,598,2,VEDU,0,0,4,0,4,0,100
2,BRTE,15,1,598,3,VEDU,0.0005,0,4,1,4,0,100
2,BRTE,15,1,598,4,VEDU,0.0045,0,4,1,4,0,100
2,BRTE,16,1,599,1,VEDU,0.0033,0,4,1,4,0,100
2,BRTE,16,1,599,2,VEDU,0.0065,0,4,1,4,0,100
2,BRTE,16,1,599,3,VEDU,0.0016,0,4,1,4,0,100
2,BRTE,5,2,600,1,BRTE,0.1551,2,0,3,2,100,0
2,BRTE,5,2,600,2,BRTE,0.1734,2,0,3,2,100,0
2,BRTE,6,2,601,1,BRTE,0.0808,2,0,2,2,100,0
2,BRTE,6,2,601,2,BRTE,0.0753,2,0,1,2,100,0
2,BRTE,7,2,602,1,BRTE,0.1083,2,0,3,2,100,0
2,BRTE,7,2,602,2,BRTE,0.1019,2,0,2,2,100,0
2,BRTE,8,2,603,1,BRTE,0.1991,2,0,2,2,100,0
2,BRTE,8,2,603,2,BRTE,0.1995,2,0,3,2,100,0
2,BRTE,9,2,604,1,BRTE,0.1113,2,0,3,2,100,0
2,BRTE,9,2,604,2,BRTE,0.121,2,0,2,2,100,0
2,BRTE,0,2,605,1,BRTE,0.1186,1,0,3,1,100,0
2,BRTE,0,2,606,1,BRTE,0.1586,1,0,2,1,100,0
2,BRTE,0,2,607,1,BRTE,0.1358,1,0,2,1,100,0
2,BRTE,0,2,608,1,BRTE,0.3294,1,0,5,1,100,0
2,BRTE,0,2,609,1,BRTE,0.2088,1,0,3,1,100,0
2,BRTE,10,2,610,1,BRTE,0.221,5,0,3,5,100,0
2,BRTE,10,2,610,2,BRTE,0.1973,5,0,2,5,100,0
2,BRTE,10,2,610,3,BRTE,0.039,5,0,2,5,100,0
2,BRTE,10,2,610,4,BRTE,0.0105,5,0,1,5,100,0
2,BRTE,10,2,610,5,BRTE,0.0277,5,0,1,5,100,0
2,BRTE,11,2,611,1,BRTE,0.0406,4,0,2,4,100,0
2,BRTE,11,2,611,2,BRTE,0.0907,4,0,3,4,100,0
2,BRTE,11,2,611,3,BRTE,0.0139,4,0,1,4,100,0
2,BRTE,11,2,611,4,BRTE,0.0757,4,0,2,4,100,0
2,BRTE,12,2,612,1,BRTE,0.0871,5,0,1,5,100,0
2,BRTE,12,2,612,2,BRTE,0.0769,5,0,2,5,100,0
2,BRTE,12,2,612,3,BRTE,0.0725,5,0,2,5,100,0
2,BRTE,12,2,612,4,BRTE,0.0683,5,0,1,5,100,0
2,BRTE,12,2,612,5,BRTE,0.0097,5,0,1,5,100,0
2,BRTE,15,2,613,6,BRTE,0.1116,1,0,3,1,100,0
2,BRTE,16,2,614,1,BRTE,0.0625,8,0,2,8,100,0
2,BRTE,16,2,614,2,BRTE,0.0971,8,0,3,8,100,0
2,BRTE,16,2,614,3,BRTE,0.1278,8,0,2,8,100,0
2,BRTE,16,2,614,4,BRTE,0.0191,8,0,1,8,100,0
2,BRTE,16,2,614,5,BRTE,0.0699,8,0,2,8,100,0
2,BRTE,16,2,614,6,BRTE,0.0055,8,0,1,8,100,0
2,BRTE,16,2,614,7,BRTE,0.033,8,0,1,8,100,0
2,BRTE,16,2,614,8,BRTE,0.0035,8,0,1,8,100,0
2,BRTE,17,2,615,1,BRTE,0.011,12,0,1,12,100,0
2,BRTE,17,2,615,2,BRTE,0.0121,12,0,1,12,100,0
2,BRTE,17,2,615,3,BRTE,0.042,12,0,2,12,100,0
2,BRTE,17,2,615,4,BRTE,0.0168,12,0,2,12,100,0
2,BRTE,17,2,615,5,BRTE,0.0117,12,0,1,12,100,0
2,BRTE,17,2,615,6,BRTE,0.0188,12,0,1,12,100,0
2,BRTE,17,2,615,7,BRTE,0.0367,12,0,3,12,100,0
2,BRTE,17,2,615,8,BRTE,0.0108,12,0,1,12,100,0
2,BRTE,17,2,615,9,BRTE,0.0061,12,0,1,12,100,0
2,BRTE,17,2,615,10,BRTE,0.0012,12,0,1,12,100,0
2,BRTE,17,2,615,11,BRTE,0.0077,12,0,1,12,100,0
2,BRTE,17,2,615,12,BRTE,0.0017,12,0,1,12,100,0
2,BRTE,0,3,616,1,BRTE,0.1065,1,0,3,1,100,0
2,BRTE,0,3,617,1,BRTE,0.2432,1,0,3,1,100,0
2,BRTE,0,3,618,1,BRTE,0.0869,1,0,2,1,100,0
2,BRTE,0,3,619,1,BRTE,0.3201,1,0,4,1,100,0
2,BRTE,5,3,620,1,BRTE,0.1363,2,0,3,2,100,0
2,BRTE,5,3,620,2,BRTE,0.0353,2,0,1,2,100,0
2,BRTE,6,3,621,1,BRTE,0.107,2,0,2,2,100,0
